Entity,Code,Date,"Government Response Stringency Index ((0 to 100, 100 = strictest))"
Ecuador,ECU,17-Jul-20,82.41
Ecuador,ECU,18-Jul-20,82.41
Ecuador,ECU,19-Jul-20,82.41
Ecuador,ECU,20-Jul-20,82.41
Ecuador,ECU,21-Jul-20,82.41
Ecuador,ECU,22-Jul-20,82.41
Ecuador,ECU,23-Jul-20,83.8
Ecuador,ECU,24-Jul-20,81.02
Ecuador,ECU,25-Jul-20,81.02
Ecuador,ECU,26-Jul-20,81.02
Ecuador,ECU,27-Jul-20,81.02
Ecuador,ECU,28-Jul-20,81.02
Ecuador,ECU,29-Jul-20,81.02
Ecuador,ECU,30-Jul-20,81.02
Ecuador,ECU,31-Jul-20,81.02
Ecuador,ECU,1-Aug-20,79.17
Ecuador,ECU,2-Aug-20,79.17
Egypt,EGY,1-Jan-20,0
Egypt,EGY,2-Jan-20,0
Egypt,EGY,3-Jan-20,0
Egypt,EGY,4-Jan-20,0
Egypt,EGY,5-Jan-20,0
Egypt,EGY,6-Jan-20,0
Egypt,EGY,7-Jan-20,0
Egypt,EGY,8-Jan-20,0
Egypt,EGY,9-Jan-20,0
Egypt,EGY,10-Jan-20,0
Egypt,EGY,11-Jan-20,0
Egypt,EGY,12-Jan-20,0
Egypt,EGY,13-Jan-20,0
Egypt,EGY,14-Jan-20,0
Egypt,EGY,15-Jan-20,0
Egypt,EGY,16-Jan-20,0
Egypt,EGY,17-Jan-20,0
Egypt,EGY,18-Jan-20,0
Egypt,EGY,19-Jan-20,0
Egypt,EGY,20-Jan-20,0
Egypt,EGY,21-Jan-20,0
Egypt,EGY,22-Jan-20,0
Egypt,EGY,23-Jan-20,0
Egypt,EGY,24-Jan-20,0
Egypt,EGY,25-Jan-20,0
Egypt,EGY,26-Jan-20,0
Egypt,EGY,27-Jan-20,0
Egypt,EGY,28-Jan-20,0
Egypt,EGY,29-Jan-20,0
Egypt,EGY,30-Jan-20,0
Egypt,EGY,31-Jan-20,0
Egypt,EGY,1-Feb-20,0
Egypt,EGY,2-Feb-20,0
Egypt,EGY,3-Feb-20,0
Egypt,EGY,4-Feb-20,0
Egypt,EGY,5-Feb-20,0
Egypt,EGY,6-Feb-20,0
Egypt,EGY,7-Feb-20,0
Egypt,EGY,8-Feb-20,0
Egypt,EGY,9-Feb-20,0
Egypt,EGY,10-Feb-20,0
Egypt,EGY,11-Feb-20,0
Egypt,EGY,12-Feb-20,0
Egypt,EGY,13-Feb-20,0
Egypt,EGY,14-Feb-20,0
Egypt,EGY,15-Feb-20,0
Egypt,EGY,16-Feb-20,0
Egypt,EGY,17-Feb-20,0
Egypt,EGY,18-Feb-20,0
Egypt,EGY,19-Feb-20,0
Egypt,EGY,20-Feb-20,0
Egypt,EGY,21-Feb-20,0
Egypt,EGY,22-Feb-20,0
Egypt,EGY,23-Feb-20,0
Egypt,EGY,24-Feb-20,0
Egypt,EGY,25-Feb-20,0
Egypt,EGY,26-Feb-20,0
Egypt,EGY,27-Feb-20,0
Egypt,EGY,28-Feb-20,0
Egypt,EGY,29-Feb-20,0
Egypt,EGY,1-Mar-20,0
Egypt,EGY,2-Mar-20,0
Egypt,EGY,3-Mar-20,0
Egypt,EGY,4-Mar-20,0
Egypt,EGY,5-Mar-20,0
Egypt,EGY,6-Mar-20,0
Egypt,EGY,7-Mar-20,0
Egypt,EGY,8-Mar-20,0
Egypt,EGY,9-Mar-20,0
Egypt,EGY,10-Mar-20,0
Egypt,EGY,11-Mar-20,0
Egypt,EGY,12-Mar-20,0
Egypt,EGY,13-Mar-20,0
Egypt,EGY,14-Mar-20,0
Egypt,EGY,15-Mar-20,11.11
Egypt,EGY,16-Mar-20,18.52
Egypt,EGY,17-Mar-20,18.52
Egypt,EGY,18-Mar-20,18.52
Egypt,EGY,19-Mar-20,29.63
Egypt,EGY,20-Mar-20,29.63
Egypt,EGY,21-Mar-20,40.74
Egypt,EGY,22-Mar-20,40.74
Egypt,EGY,23-Mar-20,40.74
Egypt,EGY,24-Mar-20,51.85
Egypt,EGY,25-Mar-20,84.26
Egypt,EGY,26-Mar-20,84.26
Egypt,EGY,27-Mar-20,84.26
Egypt,EGY,28-Mar-20,84.26
Egypt,EGY,29-Mar-20,84.26
Egypt,EGY,30-Mar-20,84.26
Egypt,EGY,31-Mar-20,84.26
Egypt,EGY,1-Apr-20,84.26
Egypt,EGY,2-Apr-20,84.26
Egypt,EGY,3-Apr-20,84.26
Egypt,EGY,4-Apr-20,84.26
Egypt,EGY,5-Apr-20,84.26
Egypt,EGY,6-Apr-20,84.26
Egypt,EGY,7-Apr-20,84.26
Egypt,EGY,8-Apr-20,84.26
Egypt,EGY,9-Apr-20,84.26
Egypt,EGY,10-Apr-20,84.26
Egypt,EGY,11-Apr-20,84.26
Egypt,EGY,12-Apr-20,84.26
Egypt,EGY,13-Apr-20,84.26
Egypt,EGY,14-Apr-20,84.26
Egypt,EGY,15-Apr-20,84.26
Egypt,EGY,16-Apr-20,84.26
Egypt,EGY,17-Apr-20,84.26
Egypt,EGY,18-Apr-20,84.26
Egypt,EGY,19-Apr-20,84.26
Egypt,EGY,20-Apr-20,84.26
Egypt,EGY,21-Apr-20,84.26
Egypt,EGY,22-Apr-20,84.26
Egypt,EGY,23-Apr-20,84.26
Egypt,EGY,24-Apr-20,84.26
Egypt,EGY,25-Apr-20,84.26
Egypt,EGY,26-Apr-20,84.26
Egypt,EGY,27-Apr-20,84.26
Egypt,EGY,28-Apr-20,84.26
Egypt,EGY,29-Apr-20,84.26
Egypt,EGY,30-Apr-20,84.26
Egypt,EGY,1-May-20,84.26
Egypt,EGY,2-May-20,84.26
Egypt,EGY,3-May-20,84.26
Egypt,EGY,4-May-20,84.26
Egypt,EGY,5-May-20,84.26
Egypt,EGY,6-May-20,84.26
Egypt,EGY,7-May-20,84.26
Egypt,EGY,8-May-20,84.26
Egypt,EGY,9-May-20,84.26
Egypt,EGY,10-May-20,84.26
Egypt,EGY,11-May-20,84.26
Egypt,EGY,12-May-20,84.26
Egypt,EGY,13-May-20,84.26
Egypt,EGY,14-May-20,84.26
Egypt,EGY,15-May-20,84.26
Egypt,EGY,16-May-20,84.26
Egypt,EGY,17-May-20,84.26
Egypt,EGY,18-May-20,84.26
Egypt,EGY,19-May-20,84.26
Egypt,EGY,20-May-20,84.26
Egypt,EGY,21-May-20,84.26
Egypt,EGY,22-May-20,84.26
Egypt,EGY,23-May-20,84.26
Egypt,EGY,24-May-20,84.26
Egypt,EGY,25-May-20,84.26
Egypt,EGY,26-May-20,84.26
Egypt,EGY,27-May-20,84.26
Egypt,EGY,28-May-20,84.26
Egypt,EGY,29-May-20,84.26
Egypt,EGY,30-May-20,84.26
Egypt,EGY,31-May-20,84.26
Egypt,EGY,1-Jun-20,84.26
Egypt,EGY,2-Jun-20,84.26
Egypt,EGY,3-Jun-20,84.26
Egypt,EGY,4-Jun-20,84.26
Egypt,EGY,5-Jun-20,84.26
Egypt,EGY,6-Jun-20,84.26
Egypt,EGY,7-Jun-20,71.3
Egypt,EGY,8-Jun-20,71.3
Egypt,EGY,9-Jun-20,71.3
Egypt,EGY,10-Jun-20,71.3
Egypt,EGY,11-Jun-20,71.3
Egypt,EGY,12-Jun-20,71.3
Egypt,EGY,13-Jun-20,71.3
Egypt,EGY,14-Jun-20,71.3
Egypt,EGY,15-Jun-20,71.3
Egypt,EGY,16-Jun-20,71.3
Egypt,EGY,17-Jun-20,71.3
Egypt,EGY,18-Jun-20,71.3
Egypt,EGY,19-Jun-20,71.3
Egypt,EGY,20-Jun-20,71.3
Egypt,EGY,21-Jun-20,71.3
Egypt,EGY,22-Jun-20,71.3
Egypt,EGY,23-Jun-20,71.3
Egypt,EGY,24-Jun-20,71.3
Egypt,EGY,25-Jun-20,71.3
Egypt,EGY,26-Jun-20,71.3
Egypt,EGY,27-Jun-20,71.3
Egypt,EGY,28-Jun-20,71.3
Egypt,EGY,29-Jun-20,71.3
Egypt,EGY,30-Jun-20,71.3
Egypt,EGY,1-Jul-20,60.19
Egypt,EGY,2-Jul-20,60.19
Egypt,EGY,3-Jul-20,60.19
Egypt,EGY,4-Jul-20,60.19
Egypt,EGY,5-Jul-20,60.19
Egypt,EGY,6-Jul-20,60.19
Egypt,EGY,7-Jul-20,60.19
Egypt,EGY,8-Jul-20,60.19
Egypt,EGY,9-Jul-20,60.19
Egypt,EGY,10-Jul-20,60.19
Egypt,EGY,11-Jul-20,60.19
Egypt,EGY,12-Jul-20,60.19
Egypt,EGY,13-Jul-20,60.19
Egypt,EGY,14-Jul-20,60.19
Egypt,EGY,15-Jul-20,60.19
Egypt,EGY,16-Jul-20,60.19
Egypt,EGY,17-Jul-20,60.19
Egypt,EGY,18-Jul-20,60.19
Egypt,EGY,19-Jul-20,60.19
Egypt,EGY,20-Jul-20,60.19
Egypt,EGY,21-Jul-20,60.19
Egypt,EGY,22-Jul-20,60.19
Egypt,EGY,23-Jul-20,60.19
Egypt,EGY,24-Jul-20,60.19
Egypt,EGY,25-Jul-20,60.19
Egypt,EGY,26-Jul-20,60.19
Egypt,EGY,27-Jul-20,60.19
Egypt,EGY,28-Jul-20,60.19
Egypt,EGY,29-Jul-20,60.19
Egypt,EGY,30-Jul-20,60.19
Egypt,EGY,31-Jul-20,60.19
Egypt,EGY,1-Aug-20,60.19
Egypt,EGY,2-Aug-20,60.19
El Salvador,SLV,1-Jan-20,0
El Salvador,SLV,2-Jan-20,0
El Salvador,SLV,3-Jan-20,0
El Salvador,SLV,4-Jan-20,0
El Salvador,SLV,5-Jan-20,0
El Salvador,SLV,6-Jan-20,0
El Salvador,SLV,7-Jan-20,0
El Salvador,SLV,8-Jan-20,0
El Salvador,SLV,9-Jan-20,0
El Salvador,SLV,10-Jan-20,0
El Salvador,SLV,11-Jan-20,0
El Salvador,SLV,12-Jan-20,0
El Salvador,SLV,13-Jan-20,0
El Salvador,SLV,14-Jan-20,0
El Salvador,SLV,15-Jan-20,0
El Salvador,SLV,16-Jan-20,0
El Salvador,SLV,17-Jan-20,0
El Salvador,SLV,18-Jan-20,0
El Salvador,SLV,19-Jan-20,0
El Salvador,SLV,20-Jan-20,0
El Salvador,SLV,21-Jan-20,0
El Salvador,SLV,22-Jan-20,0
El Salvador,SLV,23-Jan-20,11.11
El Salvador,SLV,24-Jan-20,11.11
El Salvador,SLV,25-Jan-20,11.11
El Salvador,SLV,26-Jan-20,11.11
El Salvador,SLV,27-Jan-20,11.11
El Salvador,SLV,28-Jan-20,11.11
El Salvador,SLV,29-Jan-20,11.11
El Salvador,SLV,30-Jan-20,11.11
El Salvador,SLV,31-Jan-20,19.44
El Salvador,SLV,1-Feb-20,19.44
El Salvador,SLV,2-Feb-20,19.44
El Salvador,SLV,3-Feb-20,19.44
El Salvador,SLV,4-Feb-20,19.44
El Salvador,SLV,5-Feb-20,19.44
El Salvador,SLV,6-Feb-20,19.44
El Salvador,SLV,7-Feb-20,19.44
El Salvador,SLV,8-Feb-20,19.44
El Salvador,SLV,9-Feb-20,19.44
El Salvador,SLV,10-Feb-20,19.44
El Salvador,SLV,11-Feb-20,19.44
El Salvador,SLV,12-Feb-20,19.44
El Salvador,SLV,13-Feb-20,19.44
El Salvador,SLV,14-Feb-20,19.44
El Salvador,SLV,15-Feb-20,19.44
El Salvador,SLV,16-Feb-20,19.44
El Salvador,SLV,17-Feb-20,19.44
El Salvador,SLV,18-Feb-20,19.44
El Salvador,SLV,19-Feb-20,19.44
El Salvador,SLV,20-Feb-20,19.44
El Salvador,SLV,21-Feb-20,19.44
El Salvador,SLV,22-Feb-20,19.44
El Salvador,SLV,23-Feb-20,19.44
El Salvador,SLV,24-Feb-20,19.44
El Salvador,SLV,25-Feb-20,19.44
El Salvador,SLV,26-Feb-20,19.44
El Salvador,SLV,27-Feb-20,19.44
El Salvador,SLV,28-Feb-20,19.44
El Salvador,SLV,29-Feb-20,19.44
El Salvador,SLV,1-Mar-20,19.44
El Salvador,SLV,2-Mar-20,19.44
El Salvador,SLV,3-Mar-20,19.44
El Salvador,SLV,4-Mar-20,19.44
El Salvador,SLV,5-Mar-20,19.44
El Salvador,SLV,6-Mar-20,19.44
El Salvador,SLV,7-Mar-20,19.44
El Salvador,SLV,8-Mar-20,19.44
El Salvador,SLV,9-Mar-20,19.44
El Salvador,SLV,10-Mar-20,19.44
El Salvador,SLV,11-Mar-20,41.67
El Salvador,SLV,12-Mar-20,44.44
El Salvador,SLV,13-Mar-20,44.44
El Salvador,SLV,14-Mar-20,44.44
El Salvador,SLV,15-Mar-20,44.44
El Salvador,SLV,16-Mar-20,51.85
El Salvador,SLV,17-Mar-20,51.85
El Salvador,SLV,18-Mar-20,65.74
El Salvador,SLV,19-Mar-20,65.74
El Salvador,SLV,20-Mar-20,65.74
El Salvador,SLV,21-Mar-20,88.89
El Salvador,SLV,22-Mar-20,88.89
El Salvador,SLV,23-Mar-20,88.89
El Salvador,SLV,24-Mar-20,88.89
El Salvador,SLV,25-Mar-20,88.89
El Salvador,SLV,26-Mar-20,88.89
El Salvador,SLV,27-Mar-20,88.89
El Salvador,SLV,28-Mar-20,88.89
El Salvador,SLV,29-Mar-20,88.89
El Salvador,SLV,30-Mar-20,88.89
El Salvador,SLV,31-Mar-20,88.89
El Salvador,SLV,1-Apr-20,88.89
El Salvador,SLV,2-Apr-20,88.89
El Salvador,SLV,3-Apr-20,88.89
El Salvador,SLV,4-Apr-20,88.89
El Salvador,SLV,5-Apr-20,88.89
El Salvador,SLV,6-Apr-20,88.89
El Salvador,SLV,7-Apr-20,88.89
El Salvador,SLV,8-Apr-20,88.89
El Salvador,SLV,9-Apr-20,88.89
El Salvador,SLV,10-Apr-20,88.89
El Salvador,SLV,11-Apr-20,88.89
El Salvador,SLV,12-Apr-20,88.89
El Salvador,SLV,13-Apr-20,88.89
El Salvador,SLV,14-Apr-20,88.89
El Salvador,SLV,15-Apr-20,88.89
El Salvador,SLV,16-Apr-20,88.89
El Salvador,SLV,17-Apr-20,88.89
El Salvador,SLV,18-Apr-20,88.89
El Salvador,SLV,19-Apr-20,88.89
El Salvador,SLV,20-Apr-20,88.89
El Salvador,SLV,21-Apr-20,94.44
El Salvador,SLV,22-Apr-20,94.44
El Salvador,SLV,23-Apr-20,94.44
El Salvador,SLV,24-Apr-20,94.44
El Salvador,SLV,25-Apr-20,94.44
El Salvador,SLV,26-Apr-20,94.44
El Salvador,SLV,27-Apr-20,94.44
El Salvador,SLV,28-Apr-20,94.44
El Salvador,SLV,29-Apr-20,94.44
El Salvador,SLV,30-Apr-20,94.44
El Salvador,SLV,1-May-20,94.44
El Salvador,SLV,2-May-20,94.44
El Salvador,SLV,3-May-20,94.44
El Salvador,SLV,4-May-20,94.44
El Salvador,SLV,5-May-20,94.44
El Salvador,SLV,6-May-20,94.44
El Salvador,SLV,7-May-20,100
El Salvador,SLV,8-May-20,100
El Salvador,SLV,9-May-20,100
El Salvador,SLV,10-May-20,100
El Salvador,SLV,11-May-20,100
El Salvador,SLV,12-May-20,100
El Salvador,SLV,13-May-20,100
El Salvador,SLV,14-May-20,100
El Salvador,SLV,15-May-20,100
El Salvador,SLV,16-May-20,100
El Salvador,SLV,17-May-20,100
El Salvador,SLV,18-May-20,100
El Salvador,SLV,19-May-20,100
El Salvador,SLV,20-May-20,100
El Salvador,SLV,21-May-20,100
El Salvador,SLV,22-May-20,100
El Salvador,SLV,23-May-20,100
El Salvador,SLV,24-May-20,100
El Salvador,SLV,25-May-20,100
El Salvador,SLV,26-May-20,100
El Salvador,SLV,27-May-20,100
El Salvador,SLV,28-May-20,100
El Salvador,SLV,29-May-20,100
El Salvador,SLV,30-May-20,100
El Salvador,SLV,31-May-20,100
El Salvador,SLV,1-Jun-20,100
El Salvador,SLV,2-Jun-20,96.3
El Salvador,SLV,3-Jun-20,96.3
El Salvador,SLV,4-Jun-20,96.3
El Salvador,SLV,5-Jun-20,96.3
El Salvador,SLV,6-Jun-20,96.3
El Salvador,SLV,7-Jun-20,96.3
El Salvador,SLV,8-Jun-20,96.3
El Salvador,SLV,9-Jun-20,96.3
El Salvador,SLV,10-Jun-20,96.3
El Salvador,SLV,11-Jun-20,96.3
El Salvador,SLV,12-Jun-20,96.3
El Salvador,SLV,13-Jun-20,96.3
El Salvador,SLV,14-Jun-20,96.3
El Salvador,SLV,15-Jun-20,96.3
El Salvador,SLV,16-Jun-20,90.74
El Salvador,SLV,17-Jun-20,90.74
El Salvador,SLV,18-Jun-20,90.74
El Salvador,SLV,19-Jun-20,90.74
El Salvador,SLV,20-Jun-20,90.74
El Salvador,SLV,21-Jun-20,90.74
El Salvador,SLV,22-Jun-20,90.74
El Salvador,SLV,23-Jun-20,90.74
El Salvador,SLV,24-Jun-20,90.74
El Salvador,SLV,25-Jun-20,90.74
El Salvador,SLV,26-Jun-20,90.74
El Salvador,SLV,27-Jun-20,90.74
El Salvador,SLV,28-Jun-20,90.74
El Salvador,SLV,29-Jun-20,90.74
El Salvador,SLV,30-Jun-20,89.81
El Salvador,SLV,1-Jul-20,89.81
El Salvador,SLV,2-Jul-20,89.81
El Salvador,SLV,3-Jul-20,89.81
El Salvador,SLV,4-Jul-20,89.81
El Salvador,SLV,5-Jul-20,89.81
El Salvador,SLV,6-Jul-20,89.81
El Salvador,SLV,7-Jul-20,89.81
El Salvador,SLV,8-Jul-20,89.81
El Salvador,SLV,9-Jul-20,89.81
El Salvador,SLV,10-Jul-20,89.81
El Salvador,SLV,11-Jul-20,89.81
El Salvador,SLV,12-Jul-20,89.81
El Salvador,SLV,13-Jul-20,89.81
El Salvador,SLV,14-Jul-20,89.81
El Salvador,SLV,15-Jul-20,89.81
El Salvador,SLV,16-Jul-20,89.81
El Salvador,SLV,17-Jul-20,89.81
El Salvador,SLV,18-Jul-20,89.81
El Salvador,SLV,19-Jul-20,89.81
El Salvador,SLV,20-Jul-20,89.81
Eritrea,ERI,1-Jan-20,0
Eritrea,ERI,2-Jan-20,0
Eritrea,ERI,3-Jan-20,0
Eritrea,ERI,4-Jan-20,0
Eritrea,ERI,5-Jan-20,0
Eritrea,ERI,6-Jan-20,0
Eritrea,ERI,7-Jan-20,0
Eritrea,ERI,8-Jan-20,0
Eritrea,ERI,9-Jan-20,0
Eritrea,ERI,10-Jan-20,0
Eritrea,ERI,11-Jan-20,0
Eritrea,ERI,12-Jan-20,0
Eritrea,ERI,13-Jan-20,0
Eritrea,ERI,14-Jan-20,0
Eritrea,ERI,15-Jan-20,0
Eritrea,ERI,16-Jan-20,0
Eritrea,ERI,17-Jan-20,0
Eritrea,ERI,18-Jan-20,0
Eritrea,ERI,19-Jan-20,0
Eritrea,ERI,20-Jan-20,0
Eritrea,ERI,21-Jan-20,0
Eritrea,ERI,22-Jan-20,0
Eritrea,ERI,23-Jan-20,0
Eritrea,ERI,24-Jan-20,0
Eritrea,ERI,25-Jan-20,0
Eritrea,ERI,26-Jan-20,0
Eritrea,ERI,27-Jan-20,0
Eritrea,ERI,28-Jan-20,0
Eritrea,ERI,29-Jan-20,0
Eritrea,ERI,30-Jan-20,0
Eritrea,ERI,31-Jan-20,0
Eritrea,ERI,1-Feb-20,0
Eritrea,ERI,2-Feb-20,0
Eritrea,ERI,3-Feb-20,0
Eritrea,ERI,4-Feb-20,0
Eritrea,ERI,5-Feb-20,0
Eritrea,ERI,6-Feb-20,0
Eritrea,ERI,7-Feb-20,0
Eritrea,ERI,8-Feb-20,0
Eritrea,ERI,9-Feb-20,0
Eritrea,ERI,10-Feb-20,0
Eritrea,ERI,11-Feb-20,0
Eritrea,ERI,12-Feb-20,0
Eritrea,ERI,13-Feb-20,0
Eritrea,ERI,14-Feb-20,0
Eritrea,ERI,15-Feb-20,0
Eritrea,ERI,16-Feb-20,0
Eritrea,ERI,17-Feb-20,0
Eritrea,ERI,18-Feb-20,0
Eritrea,ERI,19-Feb-20,0
Eritrea,ERI,20-Feb-20,0
Eritrea,ERI,21-Feb-20,0
Eritrea,ERI,22-Feb-20,0
Eritrea,ERI,23-Feb-20,0
Eritrea,ERI,24-Feb-20,0
Eritrea,ERI,25-Feb-20,0
Eritrea,ERI,26-Feb-20,0
Eritrea,ERI,27-Feb-20,0
Eritrea,ERI,28-Feb-20,0
Eritrea,ERI,29-Feb-20,0
Eritrea,ERI,1-Mar-20,0
Eritrea,ERI,2-Mar-20,0
Eritrea,ERI,3-Mar-20,0
Eritrea,ERI,4-Mar-20,0
Eritrea,ERI,5-Mar-20,0
Eritrea,ERI,6-Mar-20,0
Eritrea,ERI,7-Mar-20,0
Eritrea,ERI,8-Mar-20,0
Eritrea,ERI,9-Mar-20,0
Eritrea,ERI,10-Mar-20,0
Eritrea,ERI,11-Mar-20,11.11
Eritrea,ERI,12-Mar-20,11.11
Eritrea,ERI,13-Mar-20,11.11
Eritrea,ERI,14-Mar-20,11.11
Eritrea,ERI,15-Mar-20,11.11
Eritrea,ERI,16-Mar-20,22.22
Eritrea,ERI,17-Mar-20,22.22
Eritrea,ERI,18-Mar-20,22.22
Eritrea,ERI,19-Mar-20,22.22
Eritrea,ERI,20-Mar-20,22.22
Eritrea,ERI,21-Mar-20,22.22
Eritrea,ERI,22-Mar-20,22.22
Eritrea,ERI,23-Mar-20,53.7
Eritrea,ERI,24-Mar-20,53.7
Eritrea,ERI,25-Mar-20,56.48
Eritrea,ERI,26-Mar-20,56.48
Eritrea,ERI,27-Mar-20,73.15
Eritrea,ERI,28-Mar-20,73.15
Eritrea,ERI,29-Mar-20,73.15
Eritrea,ERI,30-Mar-20,73.15
Eritrea,ERI,31-Mar-20,80.56
Eritrea,ERI,1-Apr-20,93.52
Eritrea,ERI,2-Apr-20,93.52
Eritrea,ERI,3-Apr-20,93.52
Eritrea,ERI,4-Apr-20,93.52
Eritrea,ERI,5-Apr-20,93.52
Eritrea,ERI,6-Apr-20,93.52
Eritrea,ERI,7-Apr-20,93.52
Eritrea,ERI,8-Apr-20,93.52
Eritrea,ERI,9-Apr-20,93.52
Eritrea,ERI,10-Apr-20,93.52
Eritrea,ERI,11-Apr-20,93.52
Eritrea,ERI,12-Apr-20,93.52
Eritrea,ERI,13-Apr-20,93.52
Eritrea,ERI,14-Apr-20,93.52
Eritrea,ERI,15-Apr-20,93.52
Eritrea,ERI,16-Apr-20,93.52
Eritrea,ERI,17-Apr-20,93.52
Eritrea,ERI,18-Apr-20,93.52
Eritrea,ERI,19-Apr-20,93.52
Eritrea,ERI,20-Apr-20,93.52
Eritrea,ERI,21-Apr-20,93.52
Eritrea,ERI,22-Apr-20,93.52
Eritrea,ERI,23-Apr-20,93.52
Eritrea,ERI,24-Apr-20,93.52
Eritrea,ERI,25-Apr-20,93.52
Eritrea,ERI,26-Apr-20,93.52
Eritrea,ERI,27-Apr-20,93.52
Eritrea,ERI,28-Apr-20,93.52
Eritrea,ERI,29-Apr-20,93.52
Eritrea,ERI,30-Apr-20,93.52
Eritrea,ERI,1-May-20,93.52
Eritrea,ERI,2-May-20,93.52
Eritrea,ERI,3-May-20,93.52
Eritrea,ERI,4-May-20,93.52
Eritrea,ERI,5-May-20,93.52
Eritrea,ERI,6-May-20,93.52
Eritrea,ERI,7-May-20,93.52
Eritrea,ERI,8-May-20,93.52
Eritrea,ERI,9-May-20,93.52
Eritrea,ERI,10-May-20,93.52
Eritrea,ERI,11-May-20,93.52
Eritrea,ERI,12-May-20,93.52
Eritrea,ERI,13-May-20,93.52
Eritrea,ERI,14-May-20,93.52
Eritrea,ERI,15-May-20,93.52
Eritrea,ERI,16-May-20,93.52
Eritrea,ERI,17-May-20,93.52
Eritrea,ERI,18-May-20,93.52
Eritrea,ERI,19-May-20,93.52
Eritrea,ERI,20-May-20,93.52
Eritrea,ERI,21-May-20,93.52
Eritrea,ERI,22-May-20,93.52
Eritrea,ERI,23-May-20,93.52
Eritrea,ERI,24-May-20,93.52
Eritrea,ERI,25-May-20,93.52
Eritrea,ERI,26-May-20,93.52
Eritrea,ERI,27-May-20,93.52
Eritrea,ERI,28-May-20,93.52
Eritrea,ERI,29-May-20,93.52
Eritrea,ERI,30-May-20,93.52
Eritrea,ERI,31-May-20,93.52
Eritrea,ERI,1-Jun-20,93.52
Eritrea,ERI,2-Jun-20,93.52
Eritrea,ERI,3-Jun-20,93.52
Eritrea,ERI,4-Jun-20,93.52
Eritrea,ERI,5-Jun-20,93.52
Eritrea,ERI,6-Jun-20,93.52
Eritrea,ERI,7-Jun-20,93.52
Eritrea,ERI,8-Jun-20,93.52
Eritrea,ERI,9-Jun-20,93.52
Eritrea,ERI,10-Jun-20,93.52
Eritrea,ERI,11-Jun-20,93.52
Eritrea,ERI,12-Jun-20,93.52
Eritrea,ERI,13-Jun-20,93.52
Eritrea,ERI,14-Jun-20,93.52
Eritrea,ERI,15-Jun-20,93.52
Eritrea,ERI,16-Jun-20,93.52
Eritrea,ERI,17-Jun-20,93.52
Eritrea,ERI,18-Jun-20,93.52
Eritrea,ERI,19-Jun-20,93.52
Eritrea,ERI,20-Jun-20,93.52
Eritrea,ERI,21-Jun-20,93.52
Eritrea,ERI,22-Jun-20,93.52
Eritrea,ERI,23-Jun-20,93.52
Eritrea,ERI,24-Jun-20,93.52
Eritrea,ERI,25-Jun-20,93.52
Eritrea,ERI,26-Jun-20,93.52
Eritrea,ERI,27-Jun-20,93.52
Eritrea,ERI,28-Jun-20,93.52
Eritrea,ERI,29-Jun-20,93.52
Eritrea,ERI,30-Jun-20,93.52
Eritrea,ERI,1-Jul-20,93.52
Eritrea,ERI,2-Jul-20,93.52
Eritrea,ERI,3-Jul-20,93.52
Eritrea,ERI,4-Jul-20,93.52
Eritrea,ERI,5-Jul-20,93.52
Eritrea,ERI,6-Jul-20,93.52
Eritrea,ERI,7-Jul-20,93.52
Eritrea,ERI,8-Jul-20,93.52
Eritrea,ERI,9-Jul-20,93.52
Eritrea,ERI,10-Jul-20,93.52
Eritrea,ERI,11-Jul-20,93.52
Eritrea,ERI,12-Jul-20,93.52
Eritrea,ERI,13-Jul-20,93.52
Eritrea,ERI,14-Jul-20,93.52
Eritrea,ERI,15-Jul-20,93.52
Eritrea,ERI,16-Jul-20,93.52
Eritrea,ERI,17-Jul-20,93.52
Eritrea,ERI,18-Jul-20,93.52
Eritrea,ERI,19-Jul-20,93.52
Eritrea,ERI,20-Jul-20,93.52
Eritrea,ERI,21-Jul-20,93.52
Eritrea,ERI,22-Jul-20,93.52
Eritrea,ERI,23-Jul-20,93.52
Eritrea,ERI,24-Jul-20,93.52
Eritrea,ERI,25-Jul-20,93.52
Eritrea,ERI,26-Jul-20,93.52
Eritrea,ERI,27-Jul-20,93.52
Eritrea,ERI,28-Jul-20,93.52
Eritrea,ERI,29-Jul-20,93.52
Eritrea,ERI,30-Jul-20,93.52
Estonia,EST,1-Jan-20,0
Estonia,EST,2-Jan-20,0
Estonia,EST,3-Jan-20,0
Estonia,EST,4-Jan-20,0
Estonia,EST,5-Jan-20,0
Estonia,EST,6-Jan-20,0
Estonia,EST,7-Jan-20,0
Estonia,EST,8-Jan-20,0
Estonia,EST,9-Jan-20,0
Estonia,EST,10-Jan-20,0
Estonia,EST,11-Jan-20,0
Estonia,EST,12-Jan-20,0
Estonia,EST,13-Jan-20,0
Estonia,EST,14-Jan-20,0
Estonia,EST,15-Jan-20,0
Estonia,EST,16-Jan-20,0
Estonia,EST,17-Jan-20,0
Estonia,EST,18-Jan-20,0
Estonia,EST,19-Jan-20,0
Estonia,EST,20-Jan-20,0
Estonia,EST,21-Jan-20,0
Estonia,EST,22-Jan-20,0
Estonia,EST,23-Jan-20,0
Estonia,EST,24-Jan-20,0
Estonia,EST,25-Jan-20,0
Estonia,EST,26-Jan-20,0
Estonia,EST,27-Jan-20,0
Estonia,EST,28-Jan-20,0
Estonia,EST,29-Jan-20,0
